GeneSymbol	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
PIAS2	29.51665333	22.44010842	30.45277063	27.2000425	21.49471922	25.56371388	25.53574046	28.96977747	30.70266098	33.10383983	25.19612502	26.87128032	19.51243233	28.56205325	27.99480804	26.75751078	27.08214782
MAP3K6	3.29056564	8.14973745	5.297363697	3.945955905	8.094401071	3.362012113	2.424217711	4.265752574	3.293043089	3.451424393	3.37841682	7.929675872	7.569175764	5.015109759	4.399181876	4.169277779	5.625618796
SYT7	36.05906149	53.54145705	42.58283737	37.89032064	18.7690687	29.95950536	34.05627204	41.49947692	29.750756	28.26432936	30.47544274	27.03271701	30.88913359	30.92352929	35.27069153	37.01961148	38.23525388
ANGPTL1	1.582458599	0.588497514	2.361186438	1.364415622	1.896283947	2.94628697	2.143323381	1.770454016	1.660653765	2.893646352	1.79881945	2.233668275	3.240971861	2.090030122	3.228370036	1.594169636	2.410720723
CLDN12	11.77731755	3.995465888	9.693395284	8.691537086	11.68191262	16.70050097	12.95605451	9.803957795	10.31063623	11.0503321	9.897762659	8.321854734	9.329459583	9.777277857	10.71583019	13.50617206	11.83799972
ASH2L	21.80029528	9.404381221	20.39688452	24.7641347	13.83374813	25.11550189	27.02877883	28.20255858	24.89765743	26.37213615	21.94154576	25.88832151	13.36088672	23.5504944	24.81783019	25.30308645	19.0580587
CLDN10	6.9194978	1.81082586	11.93763824	9.338945423	15.84978342	8.123916787	10.01367637	8.17684781	8.505796504	7.56545747	9.214559593	10.94411389	9.981969909	12.62760733	13.39113413	5.861729851	13.75828992
CLDN8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.029916782	0.0
CLDN6	0.035929045	0.084623365	0.0	0.0	0.098163838	0.030261654	0.064010876	0.193626913	0.037054356	0.081233038	0.0	0.058832248	0.080490079	0.026962556	0.061668328	0.06515089	0.0
CLDN2	0.22373996	0.281052146	0.436731518	0.148903483	0.34639936	0.150758061	0.079722637	0.254550937	0.23074758	0.219206122	0.21476814	0.268667266	0.434402519	0.145516098	0.14080935	0.180316604	0.097384549
CLDN1	0.631613535	0.371908461	0.660473862	0.407858656	1.21581166	0.519893283	0.57968827	0.747817367	0.340502408	0.438146701	0.374622905	0.552378019	0.385901693	0.527849632	0.603644632	0.520599119	0.637302209
DIRAS3	1.477241185	1.641194935	1.826485965	1.43403433	0.723444137	2.629302528	1.473168393	1.927680545	1.408527133	1.796004513	1.279214257	2.487378146	0.93662012	1.526911231	2.296324619	1.903739002	1.273829601
LDB2	47.58975819	27.32596837	40.57864549	44.02439596	12.9718194	48.13723834	58.47760484	49.86310326	44.27761198	45.86936291	42.32833067	32.32696995	17.32013652	43.13078006	37.1260318	46.41201589	33.85156557
CLDN9	0.545325383	1.960400173	0.64027278	1.035879356	2.548539282	0.145044198	0.579519265	0.309351453	0.266402454	0.259566792	0.80068443	0.775453626	3.343506271	0.581542245	0.615784329	0.329616649	0.749548713
PRY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
BPY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
VCY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CDY1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
EIF1AY	0.141241868	6.32064905	0.0	0.027115191	13.12043488	0.02974065	0.0	11.985729	0.109249213	18.48292426	0.0	0.057819354	0.0	0.0	0.0	0.0	0.0
TMSB4Y	0.0	3.268685351	0.0	0.0	2.702597076	0.024870106	0.0	3.527370507	0.03045259	4.706594468	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PKMYT1	3.281519411	3.384934604	3.172641201	4.156923744	4.679142925	2.683200031	3.726855464	2.53866397	4.15008787	2.707767934	3.470386649	3.137719899	6.036755954	3.792732889	3.658987486	2.736337367	3.252786094
PIGQ	7.203470955	16.56724924	12.28496846	8.959373261	8.245482423	7.448336689	8.057557013	7.494658105	7.736916654	5.413183378	7.619517198	8.593777104	9.660977351	8.191588769	9.155284727	9.739942247	10.71230036
SART1	12.40799777	28.6648317	13.65591179	13.72466415	15.41756653	12.39640395	10.4572269	14.39333195	10.49595189	12.35552548	12.72216142	12.78493066	20.50770233	12.73884971	14.74929795	11.92802313	12.66860943
DNAJA3	19.20713385	20.84206925	19.7033188	27.06383937	13.1566546	24.19079844	23.2082199	19.13390049	20.47493641	19.51119376	23.25493365	18.94051303	22.64387704	19.47833134	19.26030897	25.69459207	22.01396401
UNC119	7.172720024	13.93742199	11.33403334	14.7109214	9.63519489	11.42813835	10.96851822	9.744242066	8.938491579	8.615288961	14.63083507	9.298138545	17.87642146	10.54109888	8.412653327	11.79612172	12.80012575
TBX19	0.370602808	0.277733768	0.516715691	0.569177744	1.357731518	0.468216769	0.22008759	0.317741632	0.243224691	0.304693394	0.560899853	0.510302303	0.566074994	0.328681125	0.318049866	0.346193069	0.41793369
TBX18	0.677266905	0.541215281	0.85997326	0.390059021	4.328615217	1.426089762	0.739768612	0.662629038	0.698479162	0.84765777	0.827147568	0.534694068	1.584982165	0.844053875	0.788809135	0.482468751	0.994901606
USP14	32.75054449	15.25959521	30.14355434	27.96396706	25.92316083	29.21276276	30.63329418	32.68924185	36.8896023	38.11477126	30.15228932	34.57252185	24.07147391	32.46569663	31.07190737	31.25019463	26.44302193
USP6	0.557392117	0.978648223	0.6005235	0.439699315	0.768363948	0.332896891	0.502540951	0.546157856	0.522590773	0.538459473	0.515281035	0.568366515	0.817329775	0.551380664	0.504443625	0.520679508	0.641811695
USP2	7.366274057	9.217909531	8.819755623	9.778781386	7.123185894	5.407626084	7.555425811	8.219957802	7.243356668	6.883734084	7.618516728	7.754112913	7.999511276	9.636183086	7.69157967	6.203445591	8.553371701
USP10	20.14810786	12.01796739	19.76181561	18.70796432	16.76462187	18.17945591	19.86021452	18.45492581	21.38521431	20.58899285	19.21392885	20.84035957	16.38113367	20.05212567	17.18965797	19.23150105	15.65241934
USP8	18.12361328	19.48265477	17.47015151	19.4232527	18.88010968	14.08541891	16.34200762	16.34498332	19.34019606	18.54318884	17.39048476	18.98834036	18.15797939	18.93298596	17.04066288	16.09576995	17.07762768
FCGR2C	1.754475725	1.453957884	1.947892581	1.92111577	6.613262101	2.654436478	0.540254613	0.758744845	1.340315979	2.828142964	1.578864795	3.750701442	6.405203941	3.29156749	1.198970702	2.042397968	3.521271009
RGN	10.63699945	10.83965049	13.42838353	8.566117031	10.5339219	8.240351575	8.470838687	12.33815913	10.57477972	8.889359016	7.186088786	9.08311625	9.695690429	9.674966485	10.48877077	9.027024923	13.92930697
MTMR6	18.64990062	4.882950136	13.47704082	18.53990958	11.78262619	21.31497139	23.91726331	20.17683965	23.7989454	24.10904754	20.14453212	17.08832675	8.407043603	19.52296059	17.40160333	21.0703172	15.99134939
MTMR7	23.92532418	16.19712125	18.0499884	20.08811463	12.30305153	20.27396555	25.6256505	27.61069878	27.59034948	27.25159539	19.00607162	21.67690984	11.14712992	24.14612078	24.12728242	23.07676876	18.20112506
MTMR4	24.47100214	21.92425361	21.74544415	26.88697362	19.41132619	27.4192037	27.9523511	25.52572827	27.09778327	27.08668076	24.47187363	23.43493606	22.00662773	23.23594399	24.22115542	27.05730902	23.20967549
NMI	2.123920588	1.930770798	1.870289622	1.030089898	3.86859151	13.77764334	1.084292234	1.472600342	1.191293337	1.811293819	1.274220515	1.860942837	3.756406808	2.460715943	2.238452951	2.635134017	2.676047781
MTA1	12.58152372	57.24988652	19.28481605	19.98284745	22.07786511	11.11086906	11.74940799	13.7163566	12.04462051	13.03645065	14.54383001	17.80024319	25.17863833	16.62241582	17.88051444	15.50876268	21.40317611
LATS1	9.769217227	11.74127603	11.97510184	9.218224273	13.75721109	9.581982342	8.583063817	9.879912024	9.596038408	10.98697562	9.661484507	11.68908221	12.19455502	10.21468183	10.17275711	9.919943161	9.805034103
ATP6V0D1	22.73764017	10.65049061	20.72197103	24.25180602	9.181162695	24.99221388	26.47239735	25.77628246	21.23229235	21.14375089	20.33751972	18.65571092	11.25996629	20.76548142	21.7572911	23.87836129	18.75671659
SEC22C	19.75688145	7.764387839	17.09362334	18.89743465	21.34478087	20.57875444	20.26117411	18.71934408	23.49819981	20.97673731	20.68404546	21.98027698	17.60231853	21.00942377	18.85335339	18.83398655	18.83988971
INA	56.91289865	37.05144591	53.37593295	62.12276897	8.233316911	63.97403812	62.39585502	66.49537926	62.94416329	63.69982098	64.85110741	37.93904935	13.75828953	53.39279809	46.51160671	61.91158853	44.3501189
KRT75	0.0	0.0	0.0	0.0	0.031643402	0.0	0.0	0.0	0.023889161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
SLC16A6	2.139352633	1.415860757	1.824196716	1.710711437	2.391156841	3.291063624	2.330970775	2.016831094	3.300419775	2.458437363	1.288782416	1.172524169	1.544750338	3.064956941	1.669076346	1.838141241	1.061995294
SLC16A5	0.127962195	0.150694121	0.208147604	0.278412392	0.611822705	0.233518226	0.075992115	0.229869039	0.219950033	0.361641883	0.26869281	0.20953253	0.525556974	0.224064916	0.256238852	0.206254694	0.25063441
SLC16A4	3.230914723	1.604464356	2.659416917	2.062555777	6.16852395	4.524825214	2.057426162	2.538995266	3.397059921	2.552453159	3.25782633	2.724959034	4.556489607	3.724542889	3.59122304	2.870520549	2.846447545
SLC16A3	1.253513554	1.34439166	1.092597349	1.134472965	2.446283902	7.390504286	0.465260197	0.834368511	0.61175916	1.176660002	1.319410344	1.246205601	2.482234986	0.8482967	1.094970388	1.880655438	1.724490371
PDLIM1	1.299312474	0.213506464	0.252778043	0.951345388	7.182411174	7.45692494	0.843392741	1.736976441	0.560933345	1.605462038	1.087683953	1.014305518	1.421546706	1.632649805	0.726088729	1.095846763	2.367359195
RQCD1	16.39403706	11.49758779	20.75892672	18.80557278	12.89272485	18.12523046	18.33620647	16.91728473	16.99141274	17.61313528	18.37731929	18.8178106	18.59121272	19.65993717	19.6551233	19.03159791	19.60085371
SMC3	21.62862357	26.07951348	21.07945729	21.18703546	31.44385226	18.0070091	16.18687488	18.88019362	22.98721762	19.56415389	22.85894	24.38390657	29.51208301	21.98176152	20.44213275	19.3018014	20.96088732
P2RX6	6.919792573	12.27792235	11.4489264	6.518217506	5.797830408	8.159585751	6.903815973	6.919697192	5.043142995	6.466667526	8.468949868	5.816507829	8.267771978	9.035614974	7.957641798	7.584450963	5.782835057
PRPF4	11.5371314	7.037397812	8.548554283	11.1671584	6.205160056	10.35734325	11.5388027	10.85895962	12.04097549	11.65608587	9.107864693	10.11037345	7.622269307	11.0686496	9.63432394	10.867397	8.096243849
PRPF3	23.69830756	94.27981128	33.39273401	27.62813336	34.83979016	15.43421807	17.45172149	16.34761749	21.95103209	22.25785242	21.6851712	26.99848244	41.73384873	23.12409991	23.36414416	20.59184858	26.47696924
FAM50A	28.36905052	148.8738048	41.77431916	43.22567244	49.29283705	29.97250117	39.90162308	34.287365	38.85611936	33.30800969	42.14607599	36.55124438	63.44229685	36.22906044	39.21020724	33.09146975	42.43760647
AIFM1	8.656476665	10.21296702	7.020157677	7.73291304	6.03205537	7.732492327	7.263103516	7.932101331	9.402647453	8.52894474	9.390908464	7.71150479	4.67915142	8.021860707	6.747398664	7.421275764	8.088668228
KCNQ4	1.623192685	7.050376638	3.350635204	2.055854055	2.591777553	2.219403996	2.015543038	2.461452762	1.260958941	2.025607554	2.674829115	2.830591574	4.46322412	2.293838015	3.799138777	2.879660024	2.862730374
CCNB2	0.816850253	0.926331981	1.012355087	0.627265867	0.8679083	0.76444622	0.395264866	0.624993242	0.561622876	0.649814376	0.517284973	0.91647408	1.050526635	0.658403413	0.701017661	0.402304408	0.434549369
CCNE2	6.700857885	7.177666816	4.47257891	6.308886233	7.76620962	4.007751845	5.143582144	3.745650239	7.3150826	4.815013331	7.056556389	8.418954346	6.088482924	8.184824591	7.784789185	3.145421423	5.468625454
RABEP1	49.77326222	54.31233433	49.8562594	52.75560715	55.95457526	47.85247346	57.03382766	54.57490246	53.6537582	52.66434793	55.3661587	53.23099799	55.13610012	45.8411527	46.85941589	48.74897106	46.25063288
RRP9	7.232227708	13.58314876	6.51956035	8.450220083	6.302628154	6.590294572	7.738329832	7.979905866	5.594057871	6.167074372	7.209660383	6.993175838	7.68198541	7.369025381	7.999112531	8.629845312	5.902280754
ARHGEF1	5.794017123	59.73983906	9.817985645	8.988808805	14.96376358	4.688060011	5.063677283	5.931962814	5.122235819	6.3369942	7.575356541	9.966287618	18.1368811	8.360330221	10.26690317	6.103265855	8.496556944
CBFA2T2	8.002426604	13.71055374	10.24854939	10.26215992	10.14890129	6.824587296	6.984479143	7.107278114	7.459055819	7.267257535	8.738739672	8.787965165	13.35722797	8.729614457	8.025193232	7.123010217	9.289945601
ATG12	8.74033974	3.732202972	6.8838545	9.132627942	7.428318052	10.67720591	9.519349304	8.28497038	12.33416582	9.334434706	8.773672486	8.727206543	7.081135872	8.912584849	9.075546713	9.083960658	8.276531622
PDCD5	19.83037393	9.469223791	17.61180792	17.54337906	9.500005828	18.1209192	18.61661427	20.95897351	19.30282464	27.79215422	15.91426587	18.39462595	10.64983252	20.3656625	23.87231362	15.20451098	15.53638264
CXorf1	3.163314864	0.711833874	2.696850965	1.841191406	4.293814034	4.191666501	3.769121798	3.709927583	3.49096626	2.004391131	2.810425293	2.540406817	2.076334344	2.600678148	2.317042925	2.995927527	4.446284307
SYNGR3	20.72538575	20.47236088	28.89652152	27.01491967	12.23788718	31.03776992	34.47981168	34.16440367	23.72171387	24.08621511	27.51881863	21.88455451	18.38760825	22.63926339	28.44584358	31.46449345	28.51695501
SYNGR2	5.536482662	13.44753018	4.583323493	7.772290778	9.217739618	6.120406324	4.05852205	3.419047534	6.423623328	3.618367924	10.198184	9.278228092	8.817836728	7.725317254	7.424043053	5.176575963	9.714493822
SYNGR1	43.24439465	29.51386626	51.83418867	41.78897521	27.08348767	48.27789671	57.1113113	57.71584922	39.5458572	39.14034173	40.40344536	31.35351861	38.68258045	40.65262721	44.00115217	51.092726	42.68979861
HGS	36.0393183	49.68056172	39.85141789	34.60625507	29.12430414	32.39836796	33.294259	36.68382162	29.36042309	33.55501084	33.42210086	30.10256473	40.18764125	35.98260336	40.50619758	37.71114788	37.78699706
SDCCAG1	50.47963306	62.93936892	51.50293332	48.92175604	55.91029631	39.15859263	43.18078781	42.76998665	48.8992019	46.69765011	50.42547958	48.06180614	50.13481157	49.48702169	43.80683693	42.8530308	43.14405841
NEURL	14.3295082	23.88810418	28.15225856	19.38754964	15.33817694	10.39727141	15.95122534	16.46438801	12.18731077	14.51599071	14.09542793	15.99814535	23.69410862	18.78357428	22.41237668	17.30391756	23.08510852
DYRK1B	5.178036379	9.776377351	9.996251962	8.354966445	8.448235724	6.621347953	7.258110022	7.531768052	5.815861077	6.043177563	8.451693431	7.998229097	13.50214226	7.346837204	7.664154564	7.336689413	8.266903002
CTDP1	5.782432313	12.01340702	4.753223772	4.873338049	7.666402212	4.450655849	4.415148545	3.867465306	4.80058232	3.824447001	5.197069423	5.378355106	7.284864498	5.264306201	5.367126597	5.365751376	5.599728385
SLC6A5	0.017192732	0.040493891	0.023971093	0.052809747	0.0	0.028961555	0.061260846	0.061769442	0.053193644	0.07774311	0.077359289	0.042228526	0.038516035	0.14192306	0.059018938	0.083135842	0.022449809
SLC28A2	0.120153274	1.226315812	1.451879743	0.16915555	0.382990725	0.455402197	0.214064037	0.989272301	0.24783304	1.086632339	0.558654922	1.918271166	0.381329119	0.49592236	1.134265715	0.581003866	0.653720526
SLC28A1	0.044802298	0.175870768	0.020821978	0.091744118	0.020401162	0.0	0.026606463	0.04024103	0.092411046	0.0	0.0	0.048907876	0.100368394	0.067242782	0.10253108	0.072214174	0.039001094
EXO1	0.709489303	1.22543957	0.351719352	0.169500343	0.215381899	0.491339931	0.524399076	0.580611985	0.211383113	0.516878379	0.468214496	0.425977889	0.123622656	0.30762532	0.419451299	0.428843941	0.329398089
FIBP	29.70454775	22.25641109	27.75510905	26.52740382	15.65999204	29.77197851	37.90222818	33.54037895	32.65392512	33.5356313	24.50042334	24.85859207	19.0437248	32.75367188	27.84194019	29.72500453	21.54259616
PCSK7	9.748486196	28.45108459	11.18869332	10.23078578	11.8503813	7.330199614	7.82810392	8.692555324	8.553025986	8.337111771	9.395720869	11.56719	12.2963382	9.202868309	10.29395563	9.81475896	11.7331051
DGKI	43.14274832	38.43854317	49.40368062	49.33869876	19.12393662	46.7745619	55.69376618	49.91831535	46.76807858	47.66586238	38.60654359	35.27048324	25.3039165	36.40278723	41.52110433	54.18438269	37.42334245
EBAG9	14.48503753	9.428555137	13.54959286	12.74109321	10.14569744	14.10785703	12.10555609	14.35867706	13.22755258	15.3333733	13.65139384	12.41993142	11.12154123	14.17070584	12.83783479	12.2097206	11.8643455
COX7A2L	26.87720661	8.219659983	23.9294541	29.81887703	16.01005446	39.19908989	38.27952006	33.75511292	30.70041618	28.61723883	28.24158434	25.16090272	13.88602925	28.59329142	29.79347038	33.98681765	20.50640354
TMSB10	625.6741263	248.9730383	562.3941091	792.4533532	453.3338782	1373.991355	746.1853659	744.7097397	593.0496523	653.3683113	553.15449	685.8447686	335.3335463	611.8350961	758.2929744	748.9272778	660.9138098
SFRS2IP	14.423192	23.80162326	15.5947621	13.19017232	25.67663087	13.94318088	11.05425389	12.14851098	15.27818506	15.16562108	14.79339315	17.79642594	17.27231733	16.055813	16.13998422	13.74434968	15.99294428
LPAR2	0.561476705	1.322441181	1.043790701	1.006045763	1.022695494	2.00986863	0.639094649	0.630391803	0.723827961	0.952094448	1.010553513	0.804469476	1.834362788	0.877820861	1.044023697	1.357516637	1.099741862
MYOM2	11.68779674	15.63987046	14.83246167	9.911660256	5.635948129	8.356226564	7.979307404	14.60737956	7.557432229	14.25763642	10.62536552	5.500950216	7.603027684	9.678809719	7.973567351	10.59041923	7.952456063
IL1RL1	1.899776908	0.370073741	5.755615194	2.07310823	1.736668125	1.191058676	0.016965545	2.630108266	0.08838851	1.953859651	1.735330937	0.210505403	4.911973663	0.225105264	0.085809528	4.834954785	6.97574057
MAP3K13	9.225708542	9.605193197	9.423597654	9.449644129	5.298344791	9.103568285	11.38141744	7.838187955	8.058785717	9.268731997	8.311308589	7.331534326	6.836060682	8.763846118	8.614986877	10.10990066	7.950438446
HTR3B	5.239253983	2.159494602	5.003834854	5.089430473	1.288302413	4.589335318	5.196043422	7.341509341	4.403729768	7.433205189	2.522439808	3.260039209	1.848615953	3.499249029	5.215716207	4.671062227	2.907542939
AP4M1	8.24499613	14.46137025	8.848423846	8.855326889	7.929508107	7.344439678	10.11157134	8.457646561	8.828191995	5.949425961	8.654055328	7.879123865	7.860016557	6.946920231	7.991199031	8.418429114	7.98369555
OSMR	3.752839154	2.178457643	4.357882538	3.583925506	16.64354085	6.330698903	1.426857272	2.115501856	2.708169227	4.699147028	3.702489095	7.703148944	8.490660307	10.02029624	3.530878083	7.646009313	6.330206
ARHGEF2	31.91217396	71.45825322	35.30704127	44.18471081	36.86361659	25.54723752	39.17702002	31.43306414	41.6768028	35.5825207	35.53420981	35.05283706	37.78073598	44.45070798	42.02166963	28.72246788	36.90621529
RASSF9	0.246662094	0.451858614	0.267485897	0.042091956	1.460159756	0.73868092	0.292967374	0.147699817	0.395714113	0.402772942	0.172645603	0.605847678	0.644682512	0.55531456	0.423368869	0.149092515	0.35787195
ZW10	13.27854769	21.02409408	10.44668369	10.89133741	11.09823193	9.588348562	10.37905434	11.6967261	12.70871903	11.65372994	10.56712869	12.73002148	8.985360977	13.10273647	11.54207015	10.39884103	10.51915209
BUB3	42.66715984	28.78722601	31.13877418	39.54772058	39.31317663	38.08938132	35.79720356	37.97396739	40.27925597	38.87587655	40.99623223	34.75086764	27.07001287	36.31332877	39.33444029	39.92710261	36.70716014
REPS2	32.77216146	11.3703669	26.53525823	30.98314099	15.57402054	34.20727501	39.43902684	39.63095307	38.77726234	35.42521605	32.18185308	26.48161324	16.36115457	29.36331862	28.28403577	36.15997335	27.80106619
SLC24A1	2.038917394	1.525176312	2.061927347	1.142356979	1.817034448	1.658338666	1.714922499	2.617319525	1.967405148	1.790520573	1.346596241	2.314120721	1.656521607	2.206471789	2.027654639	1.687282567	1.485438983
DDX21	13.44343076	11.47141986	11.03107081	12.13413	16.13693065	13.66171097	11.92299893	12.47077356	12.87578731	12.44470191	13.62493987	14.14666094	12.51569381	12.57751634	10.75219818	13.20767656	11.17992932
ZBED1	0.0	0.0	0.0	0.0	0.0	0.0	0.00308611	0.0	0.0	0.0	0.009353026	0.0	0.011641829	0.003899778	0.004459756	0.0	0.0
DEDD	7.009636139	6.128267206	7.715713217	7.723732795	8.249441081	9.289313237	7.264666314	7.028491448	7.129053451	7.880245581	7.583602829	7.344631779	10.26589841	7.722884406	7.465395119	7.088896542	7.707785346
SLC16A7	7.842056231	2.525596548	5.854200144	6.855332382	3.829806729	11.08823557	10.748955	8.296904751	9.686553284	8.032689522	9.091710355	6.843611077	3.125803713	8.153660955	7.251127152	9.628480697	7.085301024
KCNAB3	4.948950105	24.49899915	7.643834524	9.057094193	3.441053247	4.892148984	6.810741822	7.319781203	8.037962073	8.040163427	7.680450056	6.939088337	4.68039393	10.25210207	5.97655579	6.717092028	8.280911294
SLC33A1	7.310088632	0.890554548	5.319724502	6.616510601	7.356575305	7.816889661	7.042537401	6.092456995	6.522808698	7.033294847	6.434045548	6.153831241	6.378595222	6.397205345	5.870333931	6.911716747	7.181430407
PTPLA	2.014968059	0.782280771	2.037575236	1.615323783	2.026643871	1.809028909	2.222287927	1.650720968	3.630926839	1.952443195	2.490774233	2.193572148	1.736476827	2.409407002	2.090287245	1.458836761	1.792611666
DCLK1	80.02701806	40.9954379	75.39305888	77.8214014	15.39045958	82.41554029	118.7099802	101.5108314	98.29430414	100.8935594	80.70814206	65.90592329	25.50772749	67.65649954	64.35546461	92.69380071	64.23899684
ZMYM4	25.10022296	17.37007839	24.41731115	25.42753982	23.53671565	27.22725724	26.08043985	22.62115802	25.84253342	25.20346199	23.92668702	25.6138741	25.63953092	24.64175057	24.57475787	25.36733845	22.52543296
ZMYM3	13.08101639	13.8409101	15.58848295	16.26743261	10.46110925	13.45558312	14.2673534	13.42771882	13.40870835	14.50866509	13.37582564	12.57831564	14.83052468	13.42683023	15.0064175	14.35673959	15.37794846
ZMYM6	17.37274982	12.91047801	17.8429857	17.07470497	15.42917777	13.55265546	14.25485136	14.80995192	15.0674958	16.29110887	16.90684312	17.26371164	20.37570036	17.99662842	15.70590144	14.72248229	14.51716321
ZMYM5	9.305603185	19.76005783	11.41969801	8.919567005	15.59555467	6.920925257	6.622052897	7.349873804	8.652411969	8.208633545	8.218877866	9.973092172	11.59812552	9.832389079	9.375897651	6.796156139	8.926916965
LRRFIP1	17.42797001	43.1147625	19.74655539	18.96980799	17.08933923	13.2007058	12.31315905	14.43471778	15.07990925	17.53313416	14.93977538	13.50019597	19.60152011	14.1736188	14.58007261	13.6549458	14.94925498
LRRFIP2	37.64541858	122.0694832	38.34165844	36.25151742	44.26198072	25.66909448	25.37429526	32.78802198	29.51639224	35.07819852	31.12557965	41.74742866	40.83043146	31.41888918	35.40594288	28.34898301	36.66912712
BMP15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034181586	0.0	0.0	0.0	0.0	0.0
LGI1	29.62689201	7.588928622	26.13505382	28.92859356	16.38839004	28.58910318	27.93191493	24.89967169	27.12732773	28.97919238	24.92899749	25.6666279	25.35470638	21.38156228	22.24312374	29.37252804	24.15890546
AURKB	0.030783484	0.0	0.0	0.0	0.0	0.129638732	0.018281197	0.0	0.0	0.069599288	0.055404539	0.0	0.034481366	0.0	0.0	0.055820337	0.0
XPR1	15.17751934	9.512009659	13.65319215	14.31410584	13.08064529	16.2121441	16.87878617	14.77295335	15.05915506	14.01547611	15.39708515	13.67935356	12.97629308	12.13943421	12.24249344	15.10579083	15.45179628
FAIM3	0.052060065	0.061308308	0.18146282	0.059966012	0.071118169	0.350785545	0.139124644	0.070139839	0.134226514	0.176556206	0.0	0.063934569	0.145784517	0.058601854	0.067016613	0.078668005	0.067978638
LARGE	27.86284156	25.44421743	29.11147422	27.54140508	17.51083034	27.88898518	37.36576154	33.75108742	23.98654329	21.43132898	26.45524536	25.19115359	27.23317938	22.89707337	25.17876307	29.71061426	28.68683147
VAPB	21.51910897	9.910234251	22.34873442	22.09430368	18.90446377	27.11394969	25.7333566	23.55146058	22.68903074	23.91866248	24.6662812	18.49503152	17.65539516	19.0659295	19.57853671	22.41308472	19.48272374
VAPA	31.99669341	9.125323007	27.06065181	26.82829042	22.54507851	33.805057	32.25280673	32.99957384	33.32454355	33.16469313	29.64648316	31.40718836	17.2991721	29.02969508	28.2542867	27.91174944	27.34043806
MTA2	21.19692327	16.97376392	19.77988185	24.17809499	29.16306606	16.84806932	16.84093802	19.74453688	19.04057076	21.63957874	23.18126424	26.21113893	33.88019649	24.38770646	20.69352877	20.15444839	23.59467998
TIAF1	11.89923865	14.20732724	13.56815488	13.28106997	17.47847305	11.72903484	11.30644321	10.26451271	13.31686371	11.40062331	16.39097802	14.12142932	20.82435173	13.24417792	14.47862535	12.71840593	15.16849424
NOLC1	27.6425037	15.66196359	22.46923681	28.07650595	18.27389792	23.26992759	26.71213564	25.09275834	24.75211854	26.03192917	24.26337548	22.59971347	22.35198145	26.5706609	23.94244526	28.58803907	24.7169748
MAGI1	12.12240261	18.14628545	12.49350777	12.73147796	7.870544538	13.18389135	14.52562546	14.2420357	11.97695663	12.95763431	12.31312662	12.59964736	9.642294762	12.13158364	12.01873388	12.85904197	12.52669439
LRAT	0.393624879	0.115887655	0.932984451	0.415618094	0.416735124	0.356400253	0.426611205	0.238646525	0.629227708	0.789837826	0.212535445	0.660657212	0.49602293	0.627706848	0.89518939	0.535326183	0.642481029
DLGAP2	8.88887056	14.01084621	11.38042055	8.918891458	3.923295962	9.412858401	8.863417504	9.639059836	7.487696126	9.066881759	7.634959525	7.321482415	5.773000448	7.029147718	8.892120907	8.364012329	9.206529758
DLGAP1	56.76673459	76.53204476	71.05805928	64.17687531	18.07417614	58.77425792	70.69797527	68.17283254	58.33682175	68.90885284	50.25560353	49.44687843	31.1236939	56.12651536	60.60279566	66.10061778	57.93853706
RAB11B	21.49717722	46.78663679	31.15295291	27.11838905	26.06255918	24.34538951	23.37812458	22.37730851	20.70491803	22.25101647	27.6169336	27.00700132	29.12574064	28.74774891	33.68007423	25.60373938	27.35979416
DLG5	8.74506916	23.95021515	11.93590502	8.643160621	16.76497659	6.337917123	8.190141343	8.882254421	6.370957082	8.729273948	9.757114889	10.94268421	22.81600162	9.796267729	10.1994453	10.66394025	13.24480158
PTTG1	2.623307669	1.235730729	1.995036006	2.270844713	0.847043579	1.767609043	2.35099378	1.328057977	1.574092021	1.347980403	2.360732648	1.249615192	0.694538912	1.574905892	0.654927209	1.96041889	1.681582033
IL32	0.450458155	0.964509236	1.19901332	0.440249643	3.356517242	10.79575712	0.948447343	0.662068729	0.337866673	0.416640332	0.810740796	2.145761861	3.80720754	2.120441286	1.722044462	1.039595727	0.855558098
