GeneSymbol	C1_rpkm	C2_rpkm	C3_rpkm	C4_rpkm	C5_rpkm	C6_rpkm	C7_rpkm	C8_rpkm	A9_rpkm	A10_rpkm	A11_rpkm	A12_rpkm	A13_rpkm	A14_rpkm	A15_rpkm	A16_rpkm	A17_rpkm
A1BG	0.847255151	3.154229039	1.486141203	1.311721839	1.306761802	1.058905867	1.249770005	1.116947401	1.000632206	0.849654278	1.143676123	1.510414254	2.234817557	1.312646817	1.759139574	1.354627234	1.927143429
A2M	59.4254312	31.47273194	86.07833925	55.53403796	138.3154348	100.9492511	47.48276182	32.68733779	61.75161277	83.01817271	50.56741891	82.44212705	83.03306072	99.25705594	91.75157233	56.41793738	80.57453471
NAT1	0.414798802	0.162828666	0.24097345	0.398159163	0.75553066	0.727852294	0.287389655	0.341521252	0.285193639	0.312610287	0.55992045	0.311306875	0.309751148	0.233460896	0.474638258	0.543229094	0.090272194
NAT2	0.037374936	0.0	0.05211028	0.0	0.051057121	0.251835788	0.044391243	0.134279358	0.115636601	0.042251049	0.302705665	0.152999582	0.0	0.112190438	0.096225068	0.271091022	0.0
SERPINA3	80.67606121	2.432713657	7.020433589	8.278507906	44.62238393	153.7089642	3.737815432	6.378049352	14.34720366	41.23443951	9.440116009	44.5547224	139.4857725	94.10901676	28.44810538	174.123445	22.67495446
AADAC	0.0	0.0	0.084989769	0.0	0.0	0.0	0.0	0.0	0.094299321	0.06890976	0.05485564	0.0	0.0	0.0	0.026156536	0.018422439	0.0
AAMP	39.77930613	28.96294178	31.21379948	43.71831935	20.05357037	52.22167489	44.5179373	43.28692554	38.94029856	38.57683782	42.40803857	34.82759348	26.92121516	38.90139919	39.43869152	45.26199227	34.21372331
AANAT	0.636712722	1.153572241	0.819453595	0.188052619	0.802892284	0.206261028	0.261775822	0.483906729	0.454607173	0.27683896	0.881511024	0.360896328	1.700703319	0.514568981	0.71455491	0.680897026	0.63954032
AARS	123.4826948	85.32661531	103.4572183	124.3283774	71.77895876	137.8746367	135.3737617	121.74325	118.4209925	100.3039771	137.1256506	92.96565193	126.1538557	107.9988387	92.3914209	134.8759272	107.2047049
ABAT	47.19900877	24.69057365	61.53275446	61.50624741	58.55499087	56.55696551	58.43947994	69.07930612	52.55461212	53.98819156	52.9010215	50.88626532	57.6597379	52.69382482	54.58483283	65.56871216	59.39770603
ABCA1	11.70643958	12.28210609	10.93777879	8.156678305	22.61714829	9.676345505	7.117555156	7.437615135	7.337980174	11.76139479	10.57577822	11.80000575	13.83927183	8.788771742	11.29896091	8.010100548	13.41987756
ABCA2	119.5372139	318.5811745	100.6645429	142.7678718	179.6618739	44.74515355	85.05627607	83.85698531	121.5414064	83.87200304	146.8141167	157.7029794	144.1354674	129.9072635	149.680403	88.0596591	152.8915262
ABCA3	25.76477228	36.8222903	35.36820465	33.29517626	25.0219723	25.556005	32.46527828	36.118706	26.52698863	28.99479461	33.82550885	27.68374036	31.43553235	31.72376244	30.9420634	34.44253296	34.21893036
ABCB7	14.20906048	9.828979359	11.92071142	13.40972759	14.68434479	13.81948888	10.79563636	10.58661953	12.63863091	11.25338566	13.82928601	13.88336432	13.3848877	13.70306681	12.57707152	14.40902719	13.02488133
ABCF1	5.748055353	9.084588595	6.212724446	6.181084039	6.399951272	5.126067126	5.988579216	5.827228163	5.772403251	4.957324157	6.488023315	5.895031839	6.681355114	5.937651276	5.523654448	5.774311474	5.839762001
ABCA4	0.193435124	1.108617074	0.602326302	0.569404807	0.66942748	0.211799869	0.340793212	0.237447029	0.359088454	0.379030759	0.226295681	0.274509389	0.440565623	0.425806361	0.81342577	0.296197303	0.522003633
ABL1	9.659776849	18.5937402	11.24843227	11.19324362	20.22788681	9.136565048	9.185405198	8.898606609	9.996354875	9.316069452	11.55094109	11.40046118	19.87546508	11.73718429	12.35356036	9.149549139	13.79834767
ABP1	0.014721935	0.0	0.03078925	0.011305092	0.020111329	0.00619986	0.008742824	0.006611557	0.0	0.016642629	0.019872557	0.0	0.057716454	0.0	0.01895146	0.004449266	0.028835263
ABL2	8.852843975	4.975049067	7.749287733	8.87738915	7.715225484	9.994543778	8.432155402	9.973312555	8.70956943	8.795456553	10.67491155	8.673650378	7.961356369	8.182759398	7.467993191	9.533730666	8.668523726
ABO	0.22330495	0.450812742	0.578211343	0.244968091	0.871577819	0.241818665	0.397838175	0.05730587	0.032899849	0.180313127	0.086122999	0.365652145	0.82185431	0.26333488	0.465410035	0.42420562	0.333240711
ABR	71.67532672	83.36469123	100.3067148	86.58697937	66.5952924	63.69308105	86.48007473	91.15296602	66.71929622	72.97962438	74.39555783	70.68543493	91.43275376	74.18245934	83.86801735	82.70982549	85.25873633
ACAA1	22.05352027	40.9836351	21.28396286	22.31067559	23.94153792	20.46585339	14.63930226	20.70662149	14.98304808	22.01896609	20.56831557	24.91735922	25.86977881	23.67697957	22.8278771	17.48163196	22.94565631
ACACA	33.0822499	22.5922126	31.57311696	35.89663406	22.9867372	28.19512841	33.76257818	28.21375006	37.73044456	29.08407539	39.21999983	27.97788263	30.74030907	26.62278021	28.99710405	34.48533727	32.48532604
ACACB	11.39617107	32.59086519	14.75947017	13.67361279	21.92052943	5.290442897	6.645085607	13.27468155	6.807985129	7.331353206	11.78996289	13.3277219	23.68382115	6.262963286	11.09554645	7.824118379	12.90597998
ACADL	2.409783516	0.511747236	2.175646007	1.183101512	5.288714621	2.695133065	1.630496411	2.306377287	2.424145929	2.925139112	2.168580792	2.733031783	2.721385088	2.66812453	2.288434459	2.340063791	1.831235936
ACADM	25.30722919	14.18086312	28.72111704	24.80632729	22.44887314	24.07618142	26.05344417	23.05696836	26.92237571	23.8532588	26.84162938	29.26966888	20.24534498	30.07091158	23.60345125	22.3137067	21.81971002
ACADS	3.805459485	6.559851558	5.959401672	6.58563434	6.818399666	6.363932695	5.469672599	7.025426128	5.574137629	4.894233656	4.566078952	5.98292652	4.231703921	5.877081972	8.424895557	5.367070677	6.58941501
ACADSB	12.54389931	5.366411851	11.22834875	8.595501915	6.536206904	10.73276477	11.9740681	14.37580489	13.50595376	14.49793247	8.954622233	13.99125223	6.672710225	14.21977138	12.29361146	12.5950478	11.05669513
ACADVL	42.21598819	120.9094271	62.42668514	70.28052325	63.40982794	45.07642517	43.65776147	46.41664084	35.51867343	41.2027407	55.57681227	48.37172931	79.16617304	42.4684716	50.81715314	50.22735121	67.33127342
ACAT1	31.88503995	13.56132221	27.73538711	32.26550125	25.63720859	29.26158266	30.85132824	31.34382772	35.63064522	33.10782138	31.55646655	33.06946696	22.0639802	34.32342875	27.62531041	29.5683988	25.04247524
ACAT2	26.6077572	10.57952945	21.83262217	31.59462765	15.55349398	33.31390096	39.34745786	31.21139861	44.84516347	36.17958901	28.99727162	28.24552021	14.15079865	31.85904511	31.72225848	34.0887511	27.41208419
ACCN1	5.070950155	4.370258872	5.543687034	5.690584102	2.345842211	5.542679573	5.981842117	6.500774637	5.443719551	5.028992645	4.739695513	4.557467443	2.827141011	3.528679547	5.113446539	5.356935676	4.55981317
ACCN2	7.451524002	16.66983869	8.080599446	8.15243308	10.05167337	5.061397176	7.462552123	7.892336633	6.23882362	5.61579022	8.42415795	7.37996764	9.124465456	8.337764493	6.509471845	6.723715574	9.328943068
ACHE	3.858954157	4.411794952	4.948374286	4.444982818	3.463119077	5.266826664	4.265560254	5.42681667	3.921718534	3.98030265	4.816152506	2.501643805	5.852745729	3.065013886	4.61709628	5.05352805	3.678043041
ACLY	37.99375617	17.23021989	31.67864331	39.4734673	20.87620596	42.53580086	40.2625782	40.76720732	40.31534202	35.62904765	40.49146349	32.82650405	25.98198444	38.53387944	32.03205185	41.88232278	32.97120678
ACO1	12.88257469	19.6405172	16.79772532	15.58908358	18.03527842	14.21255818	11.72715258	11.46064662	12.28581179	11.74480179	14.47796081	14.5293488	19.01136314	14.93934896	13.64881049	14.20060739	16.53350549
ACR	0.268977001	0.09050274	0.267873687	0.206549598	0.0	0.161820713	0.022819386	0.483185557	0.079257561	0.26063059	0.345791795	0.031459867	0.258246859	0.144179164	0.164882143	0.0	0.250873545
ACO2	99.11801987	77.39762643	122.7153286	123.8681198	85.3069536	76.60014416	107.3840183	116.9939474	102.0623624	81.33276546	117.1286494	110.2570937	117.2430337	124.9964268	96.15971611	108.3377524	105.7422237
ACOX1	17.63729779	5.142729531	17.1482221	15.2211644	18.2516481	16.93033781	15.90470274	18.9854111	18.44476371	17.82264543	17.76060287	18.99158279	16.19319284	18.59661989	18.0394719	18.33140991	17.71955192
ACP1	26.87057793	7.014088239	22.47486843	26.20595628	15.57139233	29.92620889	33.54299429	31.82019899	27.81808104	31.80615891	22.15005413	22.67230374	13.80309706	25.79030364	26.73223402	28.15910857	20.15819525
ACP2	11.93583729	14.46960392	13.24170965	9.686302663	8.186904061	17.00156172	13.77276707	14.86478644	11.24938535	14.34422641	9.680567258	12.1719637	8.089191473	13.11577951	13.1067456	13.07709041	12.99882804
ACP5	0.326338947	0.576467454	0.644584009	0.730911701	0.817308858	1.14526151	0.323001475	0.390819699	0.532886677	0.553372022	0.513930668	0.512100591	1.279392035	0.673468044	0.886865519	0.460255641	0.568166207
ACPP	0.182757888	0.071741343	0.148640059	0.105255937	0.665764641	1.346887066	0.090444411	0.30094447	0.361342815	0.619804059	0.178170506	0.324196268	0.580016692	0.491449313	0.365964895	0.648028596	0.497167405
ACRV1	0.260241343	0.525380711	0.362843407	0.22839019	0.152361546	0.407069537	0.596113372	0.400708264	0.345075687	0.210138335	0.200736838	0.334819478	0.416432813	0.641684397	0.382865302	0.449429602	0.388361342
ACTA1	0.62515577	0.387479981	0.458751595	0.353729994	0.089896028	0.526544697	0.879293789	0.265978146	0.339334677	0.446347308	0.444143673	0.754279759	0.368554174	0.691366077	0.282371691	0.5568601	0.3007464
ACTA2	16.54735512	4.476724982	14.34160125	8.134957695	35.96943752	23.56611307	10.09246631	13.1303823	7.350902477	11.78617114	8.954770421	9.359873249	20.9772413	19.48668597	11.34630707	12.63752143	10.1465741
ACTB	444.7383174	240.0323873	406.2657604	394.2409277	284.5956174	628.3974628	411.8073188	457.6166928	380.3283453	460.3280605	384.0085312	458.8849826	277.9744955	482.3829607	538.1098719	452.1642014	433.8330767
ACTC1	0.917690514	0.469875751	0.723193814	0.663849628	0.272529973	0.963368855	0.829322215	0.824261555	0.960149348	0.977276687	0.670243724	0.631560448	0.551208069	0.80843957	0.502211137	0.828014234	0.486264918
ACTG1	188.1729861	111.4770505	211.7298387	188.5085072	156.9190501	269.7172098	236.9835954	250.295647	190.628127	241.3983788	167.9596208	229.8303986	145.1444264	274.9355185	296.7822879	259.2325574	196.4395656
ACTG2	0.285349514	0.0	0.149193997	0.136951364	1.07197756	2.433431738	0.211823431	0.480559549	0.0	0.766121732	0.192590996	0.262826674	0.75911477	1.07068701	0.214275098	0.49587066	0.512327408
ACTN4	44.65975649	97.34996928	55.19702196	58.81415022	65.13060472	33.99488097	41.15802343	39.10866474	40.12332587	40.3265372	53.43869945	43.07821648	63.60854634	54.68161884	57.18415926	48.48386086	54.82990292
ACTL6A	9.360151473	3.565371918	7.633287944	8.447042215	15.8196735	7.904945973	5.258997109	4.894761327	9.60127554	5.818300735	10.48934863	8.737538725	13.05622523	7.951950163	7.729718798	7.579119986	9.685544762
ACTN1	22.81495614	52.02701637	32.24400498	32.79799797	26.16783733	33.15740871	23.40518599	25.9853402	20.23123241	22.37281375	31.94649405	22.98771649	31.66878148	24.77646311	25.43593747	32.37767248	33.03626855
ACTN2	18.18353536	59.52761483	20.25177439	21.15559147	10.54718692	17.12561748	19.26908547	18.77727442	18.18302862	12.34851029	17.60703902	17.23523648	12.17681719	16.36753276	16.6139959	18.04067454	19.47509667
ACTN3	0.155059545	0.243473595	0.432385823	0.396904899	0.541327008	0.101578322	0.214863249	0.371394989	0.373137494	0.33110211	0.403113109	0.465489313	0.868430765	0.349088187	0.221785815	0.302000332	0.35995129
ACVR1	7.322659539	6.393283025	6.11700171	5.695841925	12.28857659	7.337311186	5.904433827	4.791112447	6.494075861	4.620698763	7.186194311	6.021109945	10.57106483	8.467833218	5.403936897	5.685262846	6.511869663
ACVR1B	12.4198222	5.964450686	11.20238943	10.60962503	6.193865217	13.95802357	13.13047869	14.32461937	10.42750367	11.34573714	11.83849965	10.41313334	8.426262367	12.05206368	10.90626608	14.25946818	10.39419346
ACVR2A	10.87598061	3.600569821	10.06647766	10.34599017	8.177258875	13.42649313	12.44190201	11.65462547	10.69425456	10.95194609	10.84815173	11.30212064	8.035680769	10.66350176	11.76001755	12.39073628	10.88265499
ACVR2B	4.709574781	3.248783699	4.96071668	4.058686086	6.210587343	4.154894781	4.276928656	3.89817488	4.360736465	4.512777149	4.667410411	4.791682455	4.635153498	4.353317108	4.240875226	4.708931509	4.724447089
ACVRL1	2.514788377	3.264263684	3.568595741	2.514755431	10.0619048	3.803183589	1.446979133	1.535957358	1.636819803	2.602814259	2.906794612	3.706070943	5.758951865	3.883428462	3.644928676	4.701988824	2.714561126
ACY1	5.917313377	6.384545894	7.973712747	5.966154565	7.451287941	5.624318511	5.139198106	6.799481913	8.182603034	6.737290713	5.1762872	7.199344478	6.4847492	9.919809648	8.263757139	6.034369622	7.079183044
ACYP1	15.24527964	7.25781283	13.45449653	18.86815269	7.865235982	18.03135946	16.46988247	12.60063554	16.97724373	14.30076185	15.762637	12.68091793	10.35497578	14.72679711	18.09411745	16.17502319	11.75352889
ACYP2	20.9861491	14.42059701	17.29771317	23.81743365	15.62749015	24.18976	21.9356857	23.87853992	22.05886444	24.86249473	23.52541563	21.43621806	14.48327423	23.668579	20.46459946	17.62734983	21.09148499
ADA	2.565738228	6.863532135	3.003081226	6.091171439	5.625154271	2.187641097	2.727533371	1.678556776	2.254020766	2.076826642	5.729396218	4.823850618	7.876529197	3.755672387	3.2812301	2.316615827	4.549625635
ADAM8	0.693902575	5.320307007	1.811449609	0.850297912	3.307656123	1.218635192	0.745257603	1.054012478	0.700409572	0.884572719	1.302039904	1.36589987	2.282161729	1.16333644	1.558447814	1.053018679	1.677210794
ADAM10	34.49382998	23.65142307	27.55647291	25.12545713	39.0749211	26.43352815	25.24101682	26.51936096	31.1368319	27.9080735	32.89226328	32.8958832	30.22993868	29.5085882	27.86853259	29.35141441	30.01488432
ADAR	58.45980452	45.79367667	55.4356052	56.34264654	47.37905151	115.6259885	61.621339	61.79268945	56.35404353	59.13631724	55.00771644	52.77719343	60.92915563	55.43265303	56.2903975	63.36165875	57.33942272
ADARB1	7.318659287	6.287585064	9.841352383	8.100005194	5.624766463	7.612389946	7.506917256	7.574320854	6.941269571	7.96020048	8.504940515	6.83015156	9.179781184	7.393682476	6.149791324	7.394472516	7.702812322
ADARB2	8.155418924	14.61790805	6.629727066	8.364301684	8.232971563	5.891037384	5.565584812	7.424449346	9.494281236	5.953553617	7.824245807	11.89424166	15.28192649	6.545442531	8.624127833	5.556090803	10.88376936
ADCY1	33.05214193	26.8368484	46.96416861	39.65642396	22.30617976	39.15813622	45.56441682	50.20416683	41.01542627	41.452689	36.54853695	32.74786467	30.59214406	37.30680983	37.33748812	46.11710211	40.85709896
ADCY2	35.7253273	33.40112798	41.66066708	36.01041751	37.6020779	33.9538157	43.74499837	40.58120332	36.16987628	40.03682992	35.72612001	42.34838794	60.01203799	35.65759078	35.43195187	49.05179332	39.03944204
ADCY3	22.12059025	28.18591242	23.27182051	21.15585554	22.69444336	21.52596756	18.0960897	23.56735814	18.96884704	19.59014984	23.8051581	18.92646936	26.44557665	20.43935901	18.37043973	22.93154555	22.2772969
ADCY5	20.73057864	41.39024908	28.35350504	27.14089325	30.02687498	19.88898378	22.96213171	25.51268167	20.92762354	21.1424812	26.2519971	26.19954623	33.32701596	28.02898823	28.82671591	23.82829704	27.45593597
ADCY6	9.627956292	22.21749678	15.19054214	11.17740084	11.00781135	10.02483055	8.991380338	9.202213119	8.399313466	8.374241505	11.38342025	9.239316553	12.44683432	9.452493104	9.591765617	10.71604318	11.97797809
ADCY7	3.140373149	5.894949671	3.423780372	3.723044953	7.773605914	7.709657293	3.384026648	4.460735995	6.152776865	4.039440758	4.617995792	4.517167103	8.789622204	3.366654948	5.903455635	4.62886619	6.043011778
ADCY8	9.827496607	10.6892363	9.491530748	8.503041997	10.72146455	8.17673051	9.858710363	10.12956231	10.92711766	12.40190564	10.21032678	9.568652208	11.39025297	9.013811469	10.32276517	11.7668303	12.32007369
ADCY9	5.812960633	7.702118128	8.818971809	7.436342926	8.295109175	6.21184427	6.212942921	6.255169731	5.806045489	6.54979209	6.779292136	5.106128077	10.08199786	5.900202046	7.01332614	7.699949962	8.581403294
ADCYAP1	4.476164714	1.521257992	5.44510285	3.218127204	0.348830604	4.491228459	4.272795987	4.546618322	4.383992785	6.282732221	2.973788335	2.324295698	1.093628558	2.164244965	4.473070895	3.86770036	2.785132714
ADCYAP1R1	49.4695282	37.27498556	59.94199322	52.05677374	71.71249104	49.82887858	54.39303956	56.83171934	48.90096192	62.26596184	53.09344888	59.48089227	93.69580143	53.53773873	71.62003731	57.65582243	69.44011409
ADD1	45.9343062	36.42359931	43.90642987	43.82768666	40.91848489	36.89362983	37.70281712	45.05400428	38.44980243	47.59737019	42.43846022	48.55060452	46.16749335	50.93729193	45.38837264	41.53368203	41.81502728
ADD2	29.56927889	29.35038233	42.79088874	40.81972856	9.812744774	36.80282329	40.28467973	46.46602402	35.46168873	39.07198958	36.94264456	35.30812583	21.33642086	37.70686652	35.23798541	41.02365771	36.12350399
ADD3	77.01867577	63.53410217	91.67113163	73.03970074	110.9847192	72.23176148	65.52595913	74.57133043	82.26671028	77.11250159	74.79867635	105.7870636	114.9915172	97.28482015	101.5287227	74.68714126	99.60172487
ADFP	4.929388812	2.288538478	4.196395428	7.62523041	12.52900459	8.06414084	2.547388379	3.980523097	3.470656915	5.277800827	5.182431747	6.713447821	8.94594722	4.019329135	4.535457635	6.073639673	5.755862879
ADH1A	0.101420586	0.159250014	0.0	0.077881682	0.554194193	0.227793773	0.120460028	0.121460106	0.069731412	0.114652399	0.121692113	0.166071799	0.795226505	0.279069863	0.232103324	0.163473844	0.220720474
ADH1B	1.257238474	0.134598309	1.088931418	1.33114182	13.76619304	5.326707015	0.20362593	1.19767937	0.569725063	1.356660896	1.011400855	1.044932673	4.118107951	0.729053326	0.47958712	0.7484116	1.691415846
ADH1C	0.935667449	0.078706049	1.164786806	0.975116027	8.627821611	0.619203168	0.11906979	0.390189559	0.482486455	0.302211167	0.781869758	0.273591921	2.9196096	0.351080669	0.172068452	0.403967951	0.829057869
ADH4	0.124362787	0.0	0.173393731	0.05729951	0.169889411	0.1256952	0.162480025	0.067020938	0.076954726	0.084352649	0.044765972	0.162910925	0.417905794	0.074661348	0.234800836	0.075169883	0.064955838
ADH5	11.79913448	2.597233497	12.24218006	10.91300263	11.78763237	17.17084071	13.87499826	13.34639423	13.47653749	15.37979581	12.77647909	13.75687753	7.874323504	12.40254928	14.33723876	13.12231235	13.12114303
ADH6	0.114471607	0.077032565	0.091201646	0.175807333	0.24573572	0.068867885	0.029134518	0.0	0.151787445	0.055459765	0.058865022	0.187442279	0.512890273	0.159535922	0.168409854	0.13838251	0.149473958
ADH7	0.0	0.0	0.0	0.0	0.156159379	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.034313704	0.0	0.0	0.0
ADK	15.99459118	7.640502274	15.54758495	19.23662109	14.06393526	17.6079895	18.19451788	16.47054621	20.90984939	22.66531883	18.0630081	19.9748272	10.62340116	20.540285	15.75646959	17.75602768	19.41451232
ADM	1.398374749	2.042019498	1.052834911	4.553010353	8.367072782	18.02029942	0.847053016	1.029926487	3.172779231	3.130010497	2.265132731	1.808924492	3.821906781	1.049394938	2.640175311	0.997376215	2.775459638
ADORA1	8.894298604	13.0106304	9.489814558	10.33969077	11.2968741	11.13313533	13.05367201	9.486637126	10.47843722	7.415567064	11.52522667	10.33749802	9.299776456	11.49862061	11.95194531	10.84158097	13.28840465
ADORA2A	0.749332071	1.921774865	1.555534163	1.623957787	4.617784992	1.683023003	0.909780204	0.717913047	0.910188358	1.016512205	1.873136374	0.899799032	3.040297637	1.012190409	1.200404471	1.268194247	1.804710953
ADORA2B	2.297934017	0.553531083	3.531584162	1.784654276	4.851428705	4.66270288	2.031482222	2.415799619	1.588914373	2.686292534	1.997429158	2.993110129	4.241208029	4.467917251	2.756427062	3.314573115	3.887115886
ADORA3	6.015798334	3.02407002	2.393575438	3.899501446	4.749524364	9.538363516	0.916701285	5.299676053	5.177618627	4.745775978	4.388049235	6.921410526	2.488539998	3.529313246	4.655127394	3.531552476	4.389154719
ADPRH	0.898021276	0.165242318	0.528218199	0.624947958	1.437618916	1.512737666	0.27498401	0.516724805	0.405189594	0.713799429	0.669237239	0.735235393	1.068765079	0.810798187	0.674343523	0.585206538	0.806170837
PARP1	50.08383125	39.08509435	45.2738338	54.86954773	54.96290312	38.39275973	49.88669179	44.9848571	50.79137703	49.34718672	58.21985469	51.42987891	48.19442169	51.94719107	46.71004037	43.88317347	48.63549036
PARP4	10.55223128	13.41035622	8.41431278	10.09617151	18.00977774	11.57297099	6.895913541	6.904766569	10.6419218	10.58882507	11.34674042	14.87449042	19.34427285	13.51251545	11.89981589	9.51572269	11.12859665
ADRA1D	0.461579062	0.217430627	0.411878401	0.354450267	0.277443554	0.450973568	0.274115093	0.414586257	0.342745843	0.500926911	0.332302543	0.362791507	0.268853772	0.304820495	0.348590289	0.580313751	0.361630545
ADRA1B	3.734293385	3.240391589	3.531939521	2.666359213	2.237429972	3.457937768	4.033291047	2.608751835	2.049497143	2.962447083	2.751299936	2.467352446	2.15259183	1.802687312	3.710769913	3.471534615	3.165213859
ADRA1A	3.887743881	2.845323767	4.409910915	3.71070363	5.340971315	4.439996428	3.847983884	3.669493527	3.715025748	4.072163986	4.902003741	5.161144943	8.881744436	2.917514602	4.241245479	3.027001622	5.105192674
ADRA2A	0.917027342	1.238746958	1.259769586	1.377317994	1.234309404	1.363018082	2.618834015	1.429302591	1.237818527	0.975686681	1.140771869	1.402222308	1.419933209	1.02213942	1.342511062	1.654713601	1.215038999
ADRA2B	0.241140434	0.248480732	0.189119151	0.150453611	0.24706269	0.165021453	0.098453144	0.148905776	0.093259892	0.30667586	0.406882385	0.28380345	0.523333385	0.11310074	0.2457481	0.154864689	0.37391373
ADRA2C	0.905015568	1.421050176	0.771115041	1.138976514	2.64435731	1.545693598	1.41828661	0.99351637	0.674094055	1.079926445	1.35738291	1.276100908	2.87223792	1.207393727	1.27289351	1.170031895	1.510007609
ADRB1	3.869716287	4.820456748	4.867832089	4.067771337	5.145369705	4.838269693	4.759588125	4.989625277	3.334633098	4.257922502	3.590725199	3.5343545	6.58854329	4.439871918	4.04420984	4.2206182	4.648734118
ADRB2	1.743256746	3.877773091	2.666851869	1.63614104	2.877557256	1.876133267	1.121528487	1.544030974	1.523183733	1.505388445	2.832499147	2.85450711	4.122295654	1.653429349	2.680433763	1.858600311	1.991760716
ADRB3	0.055850368	0.263087769	0.051913191	0.100071874	0.0	0.141121861	0.033167512	0.117050056	0.076799497	0.042091249	0.067013508	0.076210458	0.062559423	0.111766117	0.175745406	0.135032858	0.072927915
ADRBK1	31.38413426	37.04281846	46.32689174	42.55721028	37.5286273	38.60589608	43.24107498	47.44128477	35.11562599	33.47647637	38.97198079	36.54367377	47.43765003	37.23157646	48.49230253	43.43762635	44.73634243
ADRBK2	18.49663215	12.73280314	22.57829948	21.81505918	11.48798762	20.41560495	25.94475427	25.6072376	25.42782723	22.50987752	22.88419168	18.97731459	13.7976263	18.99152863	16.48128686	22.19958919	18.45520548
ADSL	17.08437334	20.24506949	16.14230131	18.69087383	15.62435251	20.92130747	19.22750456	17.35827616	15.84652649	21.32158337	19.79582855	18.49565122	19.02334357	16.32358883	17.48569544	17.63928486	14.84298781
ADSS	32.30633968	14.29838856	24.35310883	30.99674108	29.46242623	22.05237588	28.88376336	28.81000418	41.75757332	35.67838226	26.88425837	37.81494196	19.72398801	32.11655612	25.04405747	24.98844792	24.47642808
AP2A1	32.10873138	26.18602778	36.60472307	36.08970654	19.85660361	32.52563234	36.52118689	43.12483107	29.8812735	30.12836321	32.145144	30.07685221	27.30077935	32.79684883	36.68773212	37.53458002	35.78069754
AP2A2	29.49764793	25.86973113	30.88940569	33.77736512	17.58694279	31.75408867	34.45944639	34.97773718	28.017593	26.37155747	29.53792167	23.77063696	24.43275627	27.17369945	28.87279287	34.07630801	29.50211567
AP1B1	40.6261891	40.8590036	40.67117359	44.0142765	27.04995466	42.97166814	41.93156219	46.36305748	37.61511578	38.58872177	39.86285915	37.59549208	35.03324387	40.64996858	38.34678489	42.84182386	37.88824601
AP2B1	75.8126496	23.62065073	66.27501317	70.77737613	46.34261711	63.63876651	75.53024637	67.66531544	72.65517358	71.6188434	72.35308702	63.00556813	47.9141993	66.78660643	57.5166674	74.27750745	57.10257405
AP1G1	26.52197561	13.32007777	21.26234613	27.86229948	22.36673765	27.06609024	26.29820635	22.89704861	26.66077608	27.40603105	26.82758864	25.6817306	22.36585685	23.54735415	21.53508262	25.19810092	24.04201933
AEBP1	8.787067048	10.3629834	11.86249848	5.559759709	24.9083784	16.51076492	13.50890018	7.197747138	12.01765734	8.930088909	13.1335946	7.567945796	54.75222575	10.84753222	13.85241904	14.46991973	9.453977596
AES	69.5190389	30.75619384	79.15798521	83.92940805	64.29481199	87.82982498	97.88574522	90.81154853	65.08563633	73.69652079	70.15779779	65.91385763	78.85361187	69.13298324	85.49754257	85.05622429	87.17257264
CRISP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFG3L1	2.334936599	12.76353445	3.752448395	2.642046208	5.604347128	1.329464646	1.879083874	2.691758405	2.025477505	2.672455311	2.834363417	3.674472514	5.833776317	2.641987836	3.077538473	1.965309755	3.742260684
AFM	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
AFP	0.063567961	0.0	0.029543366	0.130171594	0.0	0.178469508	0.151002842	0.190320613	0.152970845	0.2395378	0.095342077	0.104089772	0.0	0.079506461	0.200030501	0.179307514	0.249016022
AGA	8.27116534	4.544204222	6.178103568	5.001123461	5.403099223	7.414179484	6.368950527	9.219630476	7.461705197	6.597746553	4.058470709	11.15607586	3.403772049	8.736037872	12.2565223	4.795926916	6.077826465
ACAN	0.822573382	0.480475176	0.256900893	0.586181133	1.195617169	0.836928939	0.394705212	0.472850037	0.278254435	0.468664673	0.752083286	0.614199232	1.105662521	0.39506633	0.372730632	0.926774309	0.781940641
AGER	0.323511673	2.124263879	0.50573229	0.421573449	0.964238293	0.132112222	0.419174987	0.466681609	0.414527619	0.443295209	0.432284509	0.48157845	1.262817368	0.434053656	0.521619978	0.296278029	0.601646824
AGL	13.13046844	9.730503228	15.67761953	13.19111009	9.291712913	12.51671502	14.98739025	14.88056938	15.48683676	17.40882996	11.68688358	16.21121487	9.094272611	16.74171062	17.17767875	14.53411925	13.68193088
AGRP	1.095271531	0.151746087	1.167775003	1.484237298	2.20033471	0.379855061	0.726964708	0.173605282	0.79734766	0.728332867	1.043621363	0.632985706	1.948513113	0.918632637	1.382290739	0.700968996	1.598432252
JAG1	4.737885726	4.403320887	6.34397922	4.87723568	15.38198053	8.599432208	4.75862095	3.949003451	3.881981307	4.767333982	5.64596774	4.543020893	7.888823467	6.706783162	4.82063227	5.907884676	6.331515716
AGT	61.41411401	24.76608887	45.25705209	39.14428335	57.06741782	39.8070375	45.77207576	56.95755401	49.70360033	67.88064097	44.26164419	68.27933198	65.75052235	86.62108397	75.12148362	57.09138286	78.52646803
