"GeneName"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"HPDL"	32.7322585960892	-0.153715863838987	0.253274881544311	-0.606913180263768	0.543908530684871	0.929289685470135
"PHF5A"	230.163813278921	-0.10874761752671	0.143652048131181	-0.75702100277334	0.449037279658605	0.899003731804558
"TRIM52"	165.979112236481	-0.12091525483438	0.190755931695935	-0.633874154053144	0.526162954223501	0.92489530644337
"ZNF503"	16.794249046284	-0.0830597782281091	0.338595249024373	-0.245306980731233	0.806218747014954	0.975111824690389
"LRCH3"	1686.28848917264	0.0507806865174606	0.112161683490759	0.452745402324887	0.650732082254254	0.94974082684403
"KLHL22"	665.812493383116	-0.0752288884563692	0.0845431726223333	-0.889828073905242	0.373558209679566	0.869182207547918
"MINA"	1042.26118486765	0.0997859613021193	0.0798202892684922	1.25013279476435	0.211251041675268	0.762888901718543
"CCDC142"	187.025284503905	0.0734419168670788	0.180921885669457	0.405931635055235	0.684792833038355	0.955136329815794
"TMEM25"	666.230379214694	-0.213582120829546	0.132862913263712	-1.60753754063498	0.107936501142722	0.660841642749009
"PTPN5"	2475.22895440509	-0.414665650854878	0.103393085778804	-4.01057428290708	6.05712395009974e-05	0.0235533480820586
"HAVCR2"	157.98497215522	0.585823707250668	0.205463826700582	2.85122552547595	0.00435510679701456	0.220423706872391
"CBR4"	910.327545287884	0.14675385490309	0.0957664382555841	1.53241425259473	0.125420242567277	0.691471448921967
"RSPO3"	130.076957563867	0.0017314021268923	0.226837974434939	0.00763277017970771	0.993909989650681	0.999358688031808
"AGBL4"	869.790648055219	-0.350080747846679	0.132209220816513	-2.64792989236764	0.00809863182808921	0.281747032895433
"ZC3H10"	117.012414717181	0.154777213772415	0.154696742984534	1.00052018411201	0.317058834685202	0.83372406422335
"ZNF514"	719.033061389939	-0.0975210383657382	0.132488859591532	-0.736069724400976	0.461688266529971	0.902940142104602
"PARP10"	244.19665944172	0.212723662374268	0.16685865800017	1.2748733863966	0.202354060303702	0.755888187305978
"ORAI1"	33.8442989852779	0.395825806729094	0.279196882304967	1.41773003860671	0.156269596614031	0.721296357771173
"ZBTB45"	158.003465616958	-0.0736414537097481	0.173724811796478	-0.423897156360258	0.671640818097474	0.953259998480195
"MFSD2"	356.588242942633	-0.266658595724924	0.222476049868208	-1.1985946167369	0.230685612430302	0.779529614026348
"RPUSD4"	379.084996795253	0.0646187477147915	0.130580622238871	0.494857097530019	0.620700996694809	0.947505066452642
"AIFM2"	261.992572654411	-0.0100860697884483	0.198093971127371	-0.0509155817870054	0.959392789143736	0.993543308692341
"ZDHHC12"	36.4703554203915	0.225021284304974	0.2558825463133	0.879392860306541	0.379188301950513	0.87399148445815
"C1orf198"	2600.29162862285	0.304209658983536	0.135536099022898	2.24449177139252	0.0248007777698433	0.42506112300633
"SPPL2A"	790.403435567247	0.221354512704803	0.107225330825635	2.06438638146763	0.0389810966632396	0.496355744466151
"SLC7A3"	46.2656721185346	-0.101162077644856	0.26559655530866	-0.380886256326978	0.703287651056318	0.95605247107401
"ADO"	879.567769108178	0.00351016771610218	0.112120783194372	0.0313070210187255	0.975024691190817	0.997032337005713
"C3orf39"	607.729572369316	-0.177949130868686	0.142273134458487	-1.25075708457529	0.211023116571193	0.762888901718543
"FBXO18"	1487.29368387049	-0.0501886943548672	0.08603222148916	-0.583370898555618	0.559643644066632	0.933625268365744
"LINGO1"	1045.89551900337	-0.208148935306966	0.162521168586421	-1.28074968397906	0.200281602394079	0.754963795976035
"FAM73B"	777.330442680633	-0.206222339257272	0.0939483286978479	-2.1950612865133	0.0281592017693621	0.440571299125554
"ATAD1"	2322.02279663321	0.0185914885966125	0.141929824090091	0.130990711189858	0.89578265548615	0.986009082616347
"TBRG1"	2768.16482182531	-0.101783033343744	0.109463863181823	-0.929832278755578	0.352457930798018	0.859554336154732
"PLXDC2"	1862.43375342289	0.330423372963092	0.16956449177633	1.94865899989809	0.0513361611690622	0.539706505366949
"TMTC4"	2008.94300454912	0.309832853542322	0.224903614105857	1.37762505406646	0.168319081454875	0.732155746382602
"RNFT2"	785.786442224829	-0.184046124051791	0.128731792755627	-1.42968663849161	0.152806976830685	0.717060565523192
"NFATC2IP"	579.615399741653	-0.0236263615666473	0.090858938523947	-0.260033431497996	0.794837985762992	0.973500976049832
"CCDC123"	518.136311169854	0.0274297463134303	0.132204176449077	0.207480179901849	0.835634870043354	0.979380926814183
"C9orf100"	92.6546424578327	-0.0361041918148254	0.162289594619563	-0.222467693627926	0.823949819891519	0.978476586531011
"ZNF341"	186.389028650683	-0.203701055119484	0.183767411460128	-1.10847213606032	0.267657966340654	0.805468919566149
"FAM136A"	213.880461121126	-0.0743917132567723	0.152545962651548	-0.487667532877949	0.625785352331577	0.947693528531583
"C9orf3"	1265.36704074394	0.118751378879107	0.141445085356614	0.839558183161391	0.401156153718895	0.884070421703595
"TMEM87B"	542.105317007262	0.0488225665905888	0.100902686325954	0.483857946386811	0.62848668738888	0.948053360816953
"ZNF382"	674.27530367118	0.00132693212612129	0.115649622625856	0.0114737263814004	0.990845491725517	0.999199000306947
"SLC35B4"	1609.39356642269	-0.164901495113364	0.120774917066377	-1.3653621059639	0.17213926784315	0.734478882702546
"ATOH8"	151.634843342861	-0.0654658573584575	0.311009677515551	-0.210494599015119	0.833281666601024	0.979349224703943
"ZNF587"	969.828488729781	-0.0425576131887881	0.15298908734895	-0.278174175205838	0.780878657994731	0.970922762180268
"C12orf34"	431.146240758328	0.229733937280031	0.232806163221982	0.986803502538625	0.323738977348036	0.838788579149321
"CIRH1A"	795.590326500289	-0.0709780178799062	0.115599950247099	-0.613996958720037	0.539217336914343	0.929214198090761
"LRP11"	1937.6879454518	-0.0599644844664374	0.116883391103132	-0.513028274594872	0.607931542487255	0.945607006747493
"PPP1R15B"	1503.02221994831	0.095640061248553	0.0941869573335019	1.01542786768136	0.309901914598363	0.828050314312609
"ALG10"	172.980805490182	0.155081084729789	0.132428574206109	1.17105455268607	0.241576850055072	0.791041941367488
"FIZ1"	123.637666859569	0.0405299557459846	0.189479393645351	0.213901654244496	0.830623750189	0.978923194325051
"FAM104A"	614.866362891882	-0.0753794334966494	0.0978810775821631	-0.770112419669416	0.441233209403025	0.89715355917771
"ZNF566"	64.6435470655282	0.0946593831905301	0.178199500594606	0.531198925219633	0.595280937688068	0.944684398188124
"DIRC2"	641.039249793029	0.000878343625868605	0.0994212059747966	0.00883457022329085	0.992951124511315	0.999358688031808
"SPRYD3"	3776.36311104188	-0.168212395541174	0.161132298461656	-1.04393965174649	0.296513311331694	0.820357552115721
"TMEM209"	598.84305436992	0.158032896820397	0.152000900961595	1.0396839480598	0.298486760632298	0.820357552115721
"FIBCD1"	22.9005266451541	-0.129016259482183	0.327874546874811	-0.393492757250975	0.693955572347429	0.955735662198011
"MASTL"	318.862241571692	0.0384640555616176	0.126548121280013	0.303948056854264	0.761167464601774	0.967883745093032
"RAB2B"	873.735598476564	-0.00244092760090482	0.119349042963126	-0.0204520081628049	0.983682795996708	0.997994532499812
"C8orf76"	238.463995293862	-0.048682000602876	0.120024350468903	-0.405601033562678	0.685035769317834	0.955136329815794
"C12orf52"	360.969947200715	-0.325397870803402	0.166964700687979	-1.94890218987964	0.0513071065142285	0.539706505366949
"C13orf33"	16.300403063299	-0.467364791424563	0.430338494140974	-1.08603993783428	0.277461323221204	0.812100142801596
"ZFYVE19"	335.905959740056	0.107721445238169	0.13319136533317	0.808771987348507	0.418646311983273	0.890264713781016
"ZNRF1"	410.480246915407	-0.161388716481541	0.103578101297805	-1.55813549832817	0.119201131286389	0.682514501171225
"ATG4C"	1315.07371848039	0.249127592144119	0.157692441067861	1.57983217494179	0.114145305120905	0.671873702998231
"MUM1"	2635.53712793704	-0.0703467009743648	0.0835970630129215	-0.841497278002356	0.400069409299432	0.883706707857444
"CORO6"	1011.80684946634	-0.214428240590026	0.191684990766894	-1.11864909053203	0.263289871888243	0.80384469373705
"WDR73"	434.995327394802	0.00789940763413815	0.0940351041912604	0.0840048799017794	0.933052551884745	0.987584690160099
"MAEL"	113.687776817723	-0.140466423671698	0.28117751489051	-0.499564923341739	0.617381461577962	0.947314353794018
"ABHD13"	706.839123817302	0.0227986612579549	0.146741135997427	0.155366531020686	0.876532368110442	0.984793214712491
"LTV1"	511.00021821453	-0.12383028324542	0.113417460528555	-1.09180969727535	0.274916755798306	0.811351076237762
"SERAC1"	754.746156453106	0.00743031999140561	0.116586098239452	0.0637324698536935	0.949183250088826	0.991318215466951
"TIGD5"	106.212441095235	0.0601081013244408	0.180557846393999	0.332902183565469	0.739208121120534	0.96378762471579
"PRPF38A"	740.397920070482	0.105449856929594	0.112314310268137	0.93888175672223	0.347791456731737	0.855421042066351
"CGNL1"	1268.85191798526	0.211298878704919	0.151571028086224	1.39405849107732	0.163299942492046	0.729677966129677
"MICALCL"	9.5660495016754	-0.36698462247476	0.458663402739927	-0.800117515987751	0.423642713589432	0.890414194907387
"MPND"	311.713741843174	-0.181669341884215	0.139647046691019	-1.30091789399724	0.193286560434806	0.749002578857287
"NUDCD1"	729.60747621167	-0.0127712976954619	0.0994709653042727	-0.128392216325594	0.897838590649791	0.986009082616347
"RELT"	284.311176375142	0.0527157817908722	0.13635251345606	0.386613935120896	0.699042039963333	0.955735662198011
"SYTL1"	13.6721953626398	-0.0770009987488005	0.492476357480713	-0.15635471140727	0.875753433112351	0.984793214712491
"UBASH3B"	514.107388680831	-0.146383813297787	0.199913540434033	-0.73223561035422	0.464024772611049	0.903343146165368
"KIAA1984"	207.961241984342	-0.102878652356485	0.223334414358541	-0.460648452465207	0.645050843357084	0.949436256355866
"FBXL20"	1248.89609975933	-0.0893206089758498	0.080877126541304	-1.10439889243881	0.269420141037318	0.80622547398653
"JUB"	27.0478792796232	0.43700565846955	0.264766381600933	1.65053303152446	0.0988339631431568	0.649947119349055
"ALKBH6"	163.175187518724	-0.181665835563709	0.131858889679758	-1.37772914670309	0.168286928871837	0.732155746382602
"IGSF21"	954.486634089827	-0.182135267773365	0.12512319759203	-1.45564748406787	0.145490094332521	0.711401266952232
"LSM10"	119.933361445286	-0.110988261648266	0.165444146231758	-0.670850339381551	0.502315875160095	0.916054631696667
"PNMA6A"	223.063121815494	-0.0927122366556901	0.19594505513665	-0.473154255365279	0.636103131126489	0.948666981660765
"TOX2"	237.427235030319	0.0494011917922989	0.136485672108314	0.361951485670193	0.717388284619605	0.958377811998996
"C1orf94"	13.9238437398366	0.562347054179716	0.503412471685152	1.11707016772406	0.263964324707825	0.804220440588448
"ATG4D"	336.543776507081	-0.0348338448236914	0.12573929867872	-0.277032281790407	0.781755318558798	0.971151878552443
"MFSD5"	176.556213099369	-0.0424141735009597	0.143176144430828	-0.296237712431563	0.767048550270747	0.967883745093032
"DISP1"	191.145635739421	0.0366844455041736	0.147637967551626	0.24847568760621	0.803766378820086	0.975111824690389
"FRMD5"	1101.16732122668	0.0746856036295398	0.165176456039329	0.452156472056506	0.65115626335879	0.94974082684403
"C17orf91"	94.4319762902439	-0.141876192600167	0.197639077057564	-0.717854964273309	0.472846718838739	0.906019635587816
"C3orf34"	129.772118177607	-0.154340598917391	0.243729150148737	-0.633246367220349	0.526572770931557	0.925085364954469
"ARHGAP19"	411.152688514615	0.22040297959638	0.134157472831558	1.64286770572302	0.100410308026727	0.652993837308475
"C12orf62"	347.517806779122	-0.0636684661333355	0.148485857953304	-0.428784713985072	0.668079904103058	0.952769576788826
"PPP1R16A"	338.293610840291	-0.123308495915187	0.212370445017977	-0.580629267432902	0.561490342539446	0.934137590640341
"RBM17"	1449.83754242311	0.00198135879004199	0.113326442276079	0.017483640624799	0.986050783743167	0.998450787247844
"PIGY"	537.802659442124	0.126408570392415	0.132091932940005	0.956974188952387	0.338580282983136	0.85018555129215
"UBL7"	1124.79712260741	-0.278437142545063	0.115109931152166	-2.41888028042508	0.0155683631325198	0.356134602817762
"FAM86B1"	99.7812217562875	0.18016156509436	0.341430171248386	0.527667383452455	0.597730215174912	0.945116812509533
"RERG"	301.273834669071	-0.597099448017145	0.131393085216953	-4.54437497248222	5.50984992207276e-06	0.00627453837911472
"AGXT2L2"	686.152527017521	0.164935704201822	0.109447567120341	1.50698374154329	0.131814824674359	0.699575149728131
"TCEAL3"	643.592087074726	-0.18658675325411	0.116315897453364	-1.60413801844172	0.108683633302193	0.662616889383119
"TMEM128"	415.352669620117	-0.0267104426752213	0.19538292062709	-0.136708175870711	0.891261466802164	0.985617732353328
"TMEM141"	198.69926338833	-0.19407014256881	0.130983398728223	-1.48163923407947	0.138436313695697	0.70452081998461
"USP45"	2004.78175397124	-0.0200005559923183	0.0827578180733473	-0.241675728746159	0.809031437797091	0.975450972759512
"C11orf70"	19.8824584004504	0.466328720177578	0.382554195928021	1.21898733602002	0.22284899912203	0.768867164066076
"C18orf45"	500.942586471133	-0.148238470582397	0.115504911681576	-1.28339538487386	0.199353589951079	0.754963795976035
"REPS1"	3005.24404928637	-0.111000831142008	0.118822299005876	-0.934175083891604	0.350213586071851	0.858860975656594
"TMEM60"	102.897413499647	0.16402046030976	0.177791369119152	0.922544559515916	0.35624459878926	0.861548293456086
"C9orf37"	151.247845341677	-0.0817944691085944	0.170563285912247	-0.479554956221217	0.631543881905065	0.948053360816953
"MST150"	93.847189791154	0.228364089493246	0.19973056592918	1.14336074917156	0.252888842012918	0.796933722322823
"HIST1H2AH"	11.8475480688321	0.566301605209616	0.447443354458373	1.26563865474127	0.205642480297812	0.758761259483292
"HIST1H2BK"	174.449185584713	0.191730290903236	0.129252730710912	1.48337516622423	0.13797476165776	0.70452081998461
"ATCAY"	5823.09668926105	-0.244954073034104	0.129962044296588	-1.88481240318974	0.0594551698057688	0.563306105382069
